date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:13:33	12214/12214	---M-Z	200	added ('OK')	application/javascript	etag:W/%222fa69ed39762c679620378239a53294b%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/image-effect-refracted-lines.js	C:/My%20Web%20Sites/BDB/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/image-effect-refracted-lines.js	(from https://www.bucketheaddatabase.com/)
22:13:33	17223/17223	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e745b9e3ebfe3815fd93e15b083edddb%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/website.components.imageFluid.visitor.js	C:/My%20Web%20Sites/BDB/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/website.components.imageFluid.visitor.js	(from https://www.bucketheaddatabase.com/)
22:13:33	10291/10291	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261afdf06a44a10853fa13d8fdaba3ad8%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/9882.js	C:/My%20Web%20Sites/BDB/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/9882.js	(from https://www.bucketheaddatabase.com/)
22:13:34	6266/6266	---M-Z	200	added ('OK')	application/javascript	etag:W/%223a72562b2bcdd9e008d739444d127db9%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/image-effect-parallax.js	C:/My%20Web%20Sites/BDB/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/image-effect-parallax.js	(from https://www.bucketheaddatabase.com/)
22:13:34	869/869	---M--	200	added ('OK')	application/javascript	etag:%22af12b27672ed10be3876cc7c481a5828%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/website.components.imageFluid.shared.constants.js	C:/My%20Web%20Sites/BDB/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/website.components.imageFluid.shared.constants.js	(from https://www.bucketheaddatabase.com/)
22:13:34	8475/8475	---M-Z	200	added ('OK')	application/javascript	etag:W/%22aabfff97674e41bafb39d6e56c0cc6c4%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/image-effect-film-grain.js	C:/My%20Web%20Sites/BDB/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/image-effect-film-grain.js	(from https://www.bucketheaddatabase.com/)
22:13:35	3051/3051	---M-Z	200	added ('OK')	application/javascript	etag:W/%2297f6f574f1cd91f4136d0fdbc89debf2%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/image-effect-refracted-circles.js	C:/My%20Web%20Sites/BDB/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/image-effect-refracted-circles.js	(from https://www.bucketheaddatabase.com/)
22:13:38	87925/87925	---M-Z	200	added ('OK')	application/javascript	etag:W/%2287d6d0758d06c530ebd6a608530a9251%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/748.js	C:/My%20Web%20Sites/BDB/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/e929e3df-4889-4f61-a9d3-4d2938a1c285_193/748.js	(from https://www.bucketheaddatabase.com/)
22:13:41	407160/407160	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Feb%202026%2022:13:35%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1771441478242-2KJ6E4XSE8IDDFKSAHZS/static.css	C:/My%20Web%20Sites/BDB/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1771441478242-2KJ6E4XSE8IDDFKSAHZS/static.css	(from https://www.bucketheaddatabase.com/)
22:13:43	99880/99880	---M-Z	200	added ('OK')	text/html	etag:W/%22f29d11eb6e64578b5d403233e4101788--gzip%22	https://www.bucketheaddatabase.com/by-year	C:/My%20Web%20Sites/BDB/www.bucketheaddatabase.com/by-year.html	(from https://www.bucketheaddatabase.com/)
22:13:43	65558/65558	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Feb%202026%2022:13:39%20GMT	https://www.bucketheaddatabase.com/cart	C:/My%20Web%20Sites/BDB/www.bucketheaddatabase.com/cart.html	(from https://www.bucketheaddatabase.com/)
22:13:46	1299068/1299068	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Feb%202026%2022:13:35%20GMT	https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css	C:/My%20Web%20Sites/BDB/static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css	(from https://www.bucketheaddatabase.com/)
22:13:47	201462/201462	---M-Z	200	added ('OK')	text/html	etag:W/%22ba19e82d3a9165d9d9c754b98ffa14ba--gzip%22	https://www.bucketheaddatabase.com/by-gear-1	C:/My%20Web%20Sites/BDB/www.bucketheaddatabase.com/by-gear-1.html	(from https://www.bucketheaddatabase.com/)
22:13:49	136580/136580	---M-Z	200	added ('OK')	text/html	etag:W/%22ec44911000ab5c8ec91bfdd06085d55b--gzip%22	https://www.bucketheaddatabase.com/by-project	C:/My%20Web%20Sites/BDB/www.bucketheaddatabase.com/by-project.html	(from https://www.bucketheaddatabase.com/)
22:13:52	1376157/1376157	---M-Z	200	added ('OK')	text/javascript	etag:%22fbefb2e2eb5f554ed6a3183e0703947e%22	http://assets.squarespace.com/universal/scripts-compressed/common-e7d7337288a9ca39-min.en-US.js	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/scripts-compressed/common-e7d7337288a9ca39-min.en-US.js	(from https://www.bucketheaddatabase.com/)
22:13:52	281541/281541	---M--	200	added ('OK')	image/png	etag:CLW7yr7d9YwDEAE=	https://images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/edf21f36-b6c0-4979-9136-3d30133bf344/BY+YEAR.png	C:/My%20Web%20Sites/BDB/images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/edf21f36-b6c0-4979-9136-3d30133bf344/BY+YEAR.png	(from https://www.bucketheaddatabase.com/)
22:13:52	533165/533165	---M--	200	added ('OK')	image/png	etag:CPCJ9u7d9YwDEAE=	https://images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/84b7e4bc-268c-40fe-bc6d-344596fe8bb4/BY+PROJECT.png	C:/My%20Web%20Sites/BDB/images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/84b7e4bc-268c-40fe-bc6d-344596fe8bb4/BY+PROJECT.png	(from https://www.bucketheaddatabase.com/)
22:13:52	797270/797270	---M--	200	added ('OK')	image/png	etag:CN654pHe9YwDEAE=	https://images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/606922fa-dc14-4e32-95ea-aa1d98626cab/BY+GEAR.png	C:/My%20Web%20Sites/BDB/images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/606922fa-dc14-4e32-95ea-aa1d98626cab/BY+GEAR.png	(from https://www.bucketheaddatabase.com/)
22:13:53	4506033/4506033	---M--	200	added ('OK')	image/png	etag:CJKd9OXHwYwDEAE=	https://images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/94513c08-2910-4540-9e83-cac93eadaa3e/pikes.png	C:/My%20Web%20Sites/BDB/images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/94513c08-2910-4540-9e83-cac93eadaa3e/pikes.png	(from https://www.bucketheaddatabase.com/)
22:13:53	4460676/4460676	---M--	200	added ('OK')	image/png	etag:COSWnZTHwYwDEAE=	https://images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/b2deae23-e92c-412b-8381-91c73fa861b0/youtube.png	C:/My%20Web%20Sites/BDB/images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/b2deae23-e92c-412b-8381-91c73fa861b0/youtube.png	(from https://www.bucketheaddatabase.com/)
22:13:53	4461659/4461659	---M--	200	added ('OK')	image/png	etag:COu1lPHHwYwDEAE=	https://images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/8bb2e914-0597-4428-b746-f903b1a4364c/tour.png	C:/My%20Web%20Sites/BDB/images.squarespace-cdn.com/content/v1/67f17322235df916ad348b0e/8bb2e914-0597-4428-b746-f903b1a4364c/tour.png	(from https://www.bucketheaddatabase.com/)
22:13:54	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:54	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:54	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:54	130198/130198	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202026%2022:13:53%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.4048606de8bae1a858c59c5fe6cb8a21.js	C:/My%20Web%20Sites/BDB/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.4048606de8bae1a858c59c5fe6cb8a21.js	(from https://www.bucketheaddatabase.com/)
22:13:55	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:55	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:55	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:56	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:56	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:56	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:56	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:57	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:57	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:57	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:57	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:58	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:58	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:58	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2018%20Feb%202026%2022:13:58%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/BDB/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.33.delayed	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:58	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:59	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2018%20Feb%202026%2022:13:59%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/BDB/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:59	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:59	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2018%20Feb%202026%2022:13:59%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/BDB/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:59	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:13:59	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2018%20Feb%202026%2022:13:59%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/BDB/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:14:00	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:14:00	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2018%20Feb%202026%2022:14:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/BDB/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:14:00	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
22:14:00	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/BDB/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/67f17322235df916ad348b0e/14/5c5a519771c10ba3470d8101/67f17322235df916ad348b16/1741/site.css)
